distance_from_home,distance_from_last_transaction,ratio_to_median_purchase,repeat_borrower,used_chip_or_biometric,used_pin_or_otp,is_online_channel,hour_of_day,loan_amount,is_fraud
41.39518854093705,2.2693968631028754,0.627966858765349,1,1,0,0,9.837855167959027,3364.055256766453,0
12.356452276751918,0.3576648497382109,0.4590869251296939,0,1,1,0,1.9243394972520669,9770.893756493848,0
4.359759799578383,4.4451021496746765,1.1678066751923233,1,0,1,0,8.687123559999801,13308.012167374247,0
13.481917862803785,4.665678401029877,1.8466820538227047,0,1,1,1,5.813379089839177,3474.590207994193,0
14.458479287232219,1.68134825142341,1.2220627978022476,1,1,0,1,8.355352565265267,71753.21802775584,0
3.2763640294496774,7.4827772067664045,2.3598398826423868,1,1,1,1,8.880182121397667,27419.956717259836,0
6.889226670993565,1.955131764756219,1.0164607130699879,1,1,1,0,18.838839826777917,34594.485591848694,0
4.324591982898394,3.8620955611798524,1.977385437785204,1,1,1,1,9.932821798933386,17124.826297649608,0
84.84129075656962,21.74717634982582,4.371261619816261,0,0,0,1,0.0,119454.40572301323,1
4.937214614584042,2.944621837137962,1.6208213539791159,1,1,1,1,6.219288526327342,7271.937284975501,0
2.3897825386943152,2.8497470550840402,3.5290807362969185,1,1,0,0,16.464174961047867,25343.708320265414,0
0.6870216445845417,0.41995679684847975,1.965827936261622,1,1,1,0,6.865294621596059,6860.436290308526,0
4.411894351259773,0.41224932406890225,0.7173586193759305,1,0,1,0,19.04951841075783,3160.6066953380464,0
4.042661973686566,4.85060218315481,0.49157326225699405,1,1,1,0,8.633667193096695,11756.073272997946,0
19.35327445812816,6.67085420953792,1.1805595781121896,1,0,0,0,17.816448619105,13751.747564205532,0
17.918569771319728,0.9501274755423911,0.6298293682699799,1,0,1,0,9.63366129989232,36776.10240003871,0
14.135970522956557,3.427450102839946,2.3353700731872142,1,1,1,0,11.129951940075824,7827.105171247489,0
2.3220891311050154,1.1733955111073229,0.4134384738725242,1,1,1,0,8.871657352719012,2226.782190514822,0
11.399063171051584,0.6846083031949777,1.5880989695105092,1,1,1,0,19.242869916933923,5211.138110794132,0
16.190855245451978,3.4019192837974623,0.14536048726622705,1,0,0,1,13.874713799199366,9659.053556047846,0
14.282295144406238,23.31657920113898,1.0782528336498372,1,0,0,1,15.951420189310323,1023.4346038752981,0
4.457828532991661,5.457710709710301,2.5859154265910718,1,1,1,0,12.958511762768497,40611.120229701846,0
6.365732373535074,0.179115696855297,0.8679921269597378,1,1,1,1,14.877243580610916,15031.413034280042,0
19.86030160125673,0.5919518878360662,0.7860198044670648,1,1,1,1,11.571866657445575,1797.9414746947762,0
29.72415902963438,3.6289838453402092,1.9846772482587505,1,1,1,1,13.840945317060607,4016.701921883183,0
4.472000707311312,1.5589015655441487,1.0803523706197915,1,1,0,0,17.001533480072453,1709.5454270784844,0
6.755767083698895,2.1327629340790617,0.5083664234387474,1,1,0,0,12.076474333523285,6041.588205626132,0
0.3108628426653463,4.330163986456138,1.4139285087849471,0,1,0,0,14.920621745615065,4656.221419701954,0
79.63082943172431,2.8242893913170333,0.45962397577364256,0,1,1,1,11.345165296065321,2675.15574863971,0
115.8529428309369,13.2850623682471,0.7840275363877968,1,0,0,0,16.396831787919858,8273.138165853028,0
34.23653889327185,4.266282846884704,0.8979376658351028,1,1,0,1,12.28817278907146,45897.427940111,0
5.163348867731626,7.753182220860781,1.3066615699954496,1,1,1,0,14.172471479399865,1893.94740977993,0
8.255433514055358,2.4123767983289053,0.28006299194552287,1,1,1,0,14.344213006277311,30693.156892828272,0
10.103675653881163,2.676670443454797,1.2882905580706472,1,0,1,1,11.277389637624673,4146.012175729698,0
8.80255758445043,0.5853266753832824,1.0662018900430001,1,1,1,0,17.45227205033002,10873.79910891481,0
1.2124238665495282,0.27142164586765344,0.8316333761630887,1,1,1,1,17.178229589933988,1067.812907322345,0
14.69479461318032,2.1418707760591453,1.0269073178455188,1,0,1,0,10.4537726085403,26341.047168022298,0
18.434078064843266,0.49031206831980706,0.3564556742256483,0,1,1,1,10.930808877856892,4474.984129737893,0
7.363753749066529,6.48320396495964,0.4952323520192074,1,1,0,1,10.251098991322799,3900.1252957648812,0
10.091054661097555,5.113992481255814,2.164118995080308,1,1,1,0,16.421593447378626,9509.872875017187,0
29.740738542748176,7.085658939570285,0.5991391531322449,1,0,0,1,10.489651476852139,5668.685578934599,0
4.705677377492046,9.190666015374461,0.21830390415653791,1,1,1,1,10.98981589393859,3478.63717039683,0
19.483200515588916,3.866764502576733,0.47807379309043496,1,1,1,0,11.183911791410244,12928.35116082312,0
41.428824712694535,2.6908784250450415,0.38191881358341573,1,1,1,0,13.12023497923377,5723.756534196328,0
10.711744762303299,6.957634157434622,0.32766892315688323,1,1,0,0,16.43645062685029,31535.22548887668,0
136.65396146047442,106.47466918729636,15.24299590780396,0,0,0,1,1.1412855994482203,11517.767635434935,1
0.06436426217954244,0.22375833130963227,3.379324252013288,1,0,1,0,11.94383704588262,32702.790220478608,0
8.941362472865665,0.7666089449240577,0.540899596329834,1,1,1,1,13.975792881093392,1485.9786712024572,0
15.48143646383224,0.49821607722086403,1.4109240329646002,1,1,0,0,12.890378351526222,6066.400411011211,0
33.09731603227591,1.4075859455208657,0.9602955171904408,1,1,1,0,13.40240746042768,1470.598219623395,0
11.797767655780387,0.8122507956981816,2.565701262807387,1,1,1,0,19.19005570554808,4866.10835361911,0
14.58828051664523,0.763265209027097,1.051181843821125,1,1,1,1,14.36060947243459,15101.759343574771,0
